768,Godikewaththa st,Yatalamatta bandarapura
767,Dilsara st,Yatalamatta bandarapura
766,Amaradasa st,Yatalamatta bandarapura
765,Dayas st,Kottawa Yatalamatta
764,Kumudu st,Yatalamatta bandarapura
763,Ruwan st,Yatalamatta bandarapura
762,Mnujaya st,Yatalamatta bandarapura
761,Liyanagama st,Yatalamatta bandarapura
760,Wineetha st,Yatalamatta bandarapura
759,Wikramanayaka st,Yatalamatta bandarapura
758,Thilona st,Yatalamatta bandarapura
757,Weerathunga st,Yatalamatta bandarapura
756,Chandrasiri st,Yatalamatta bandarapura
755,Nandasiri st,Yatalamatta bandarapura
753,Nagahawaththa st,Yatalamatta bandarapura
752,Senevirathna st,Yatalamatta bandarapura
751,Haton st,Yatalamatta bandarapura
750,Mayakaduwa st,Kuruduwatta Kottawa
749,Shanthi st,Kuruduwatta Kottawa
748,K.G.P. Gr,Kuruduwatta Kottawa
747,Kavindya st,Kuruduwatta Kottawa
746,Harith st,Kuruduwatta Kottawa
745,Sandu Com.,Kuruduwatta Kottawa
744,Mahimi Hotel,Kuruduwatta Kottawa
743,Ovilana st,Ovilana Labuduwa
742,Sadaruwan st,Ovilana Labuduwa
741,Saniru st,Ovilana Labuduwa
740,Malani st,Ovilana Labuduwa
739,Hasitha st,Ovilana Labuduwa
738,R.A.G.st,Ovilana Labuduwa
737,L.G.S st,Ovilana Labuduwa
736,Suwaneth Pharmecy,Ovilana Labuduwa
735,Kahada st,Ovilana Labuduwa
734,Gunawardana st,Ovilana Labuduwa
733,Ananda st,Milidduwa Magalle
732,Rathna st 2,Kottwa Yatalamatta
731,Rathna st,Kottwa Yatalamatta
730,Oberathna st,Kottwa Yatalamatta
729,Chandana st,Kottawa Yatalamatta
728,Janahitha st,Kottwa Yatalamatta
727,Ihalamala st,Kottwa Yatalamatta
726,Abebandu st,Kottwa Yatalamatta
725,Disna st,Kottwa Yatalamatta
724,Mahinda st,Kottwa Yatalamatta
723,Vithana st,Kottwa Yatalamatta
722,Vijaya st,Kottwa Yatalamatta
721,Niroshi st,Kottwa Yatalamatta
720,Wijaya st,Kuruduwatta  Bataduwa
719,Amal Hotel,Kuruduwatta  Bataduwa
718,Wijesekara st,Kuruduwatta  Bataduwa
717,K.D st,Kuruduwatta  Bataduwa
716,Dulmina st,Kuruduwatta  Bataduwa
715,N.S. st,Kuruduwatta  Bataduwa
714,Rathna st,Kuruduwatta  Bataduwa
713,Manori st,Dangedara  Elliot Road
712,Ravindu Grocery,Dangedara  Elliot Road
711,Senanayaka st,Dangedara  Elliot Road
710,Vishaka st,Wanduramba Ovilana
709,Upul st,Wanduramba Ovilana
708,Hetton st,Wanduramba Ovilana
707,Nimali st,Thalagaha Kuruduwatta
706,Dimuthu st,Thalagaha Kuruduwatta
705,T V C St,Thalagaha Kuruduwatta
704,Sadana st,Thalagaha Kuruduwatta
703,Gamage,Thalagaha Kuruduwatta
702,Jayawardana st,Thalagaha Kuruduwatta
701,Luckey st,Thalagaha Kuruduwatta
700,Samanst,Thalagaha Kuruduwatta
699,Samantha st,Thalagaha Kuruduwatta
698,Siriwardana st,Thalagaha Kuruduwatta
697,Athula st,Thalagaha Kuruduwatta
696,Priyantha,Thalagaha Kuruduwatta
695,Nandana st,Thalagaha Kuruduwatta
694,Isara trade Center,Thalagaha Kuruduwatta
693,Anura st,Ovilana Labuduwa
692,Wanigasekara st,Ovilana Labuduwa
691,Jayasinha st,Ovilana Labuduwa
690,Chaminda st,Ovilana Labuduwa
689,Vipula st,Ovilana Labuduwa
688,Nimal St,Ovilana Labuduwa
687,Palamagawa Kade,Ovilana Labuduwa
686,K A G Mobile,Ovilana Labuduwa
685,Ranjani St,Ovilana Labuduwa
684,Tilaka st,Ovilana Labuduwa
683,Piyal st,Ovilana Labuduwa
682,Rehana st,Ovilana Labuduwa
681,L G S St,Ovilana Labuduwa
680,Sasarika st,Thalagaha Kuruduwatta
679,B. A St,Ovilana Labuduwa
678,Achini Kade,Ovilana Labuduwa
677,Kumarasiri st,Ovilana Labuduwa
676,Pathirana st,Ovilana Labuduwa
675,Chamara st,Ovilana Labuduwa
674,Jaya st,Milidduwa Magalle
673,Nalani st,Milidduwa Magalle
672,Sisira st,Milidduwa Magalle
671,Ruhunu Hospital,Kithulampitiya Karapitiya
670,Nishantha fruit shop,Milidduwa Magalle
669,S.L.W. Hotel,Milidduwa Magalle
668,Wasana st,Nagoda Unanvitiya
667,Kapila st,Nagoda Unanvitiya
666,Sooriyarachchi st,Nagoda Unanvitiya
665,Apa st -kapiliyagoda,Nagoda Unanvitiya
664,Aruna st,Nagoda Unanvitiya
663,Asiri st,Nagoda Unanvitiya
662,Wijethilaka st,Nagoda Unanvitiya
661,Anagi com.,Nagoda Unanvitiya
660,Sriyani Hotel,Nagoda Unanvitiya
659,Mahinda st,Nagoda Unanvitiya
658,Co-op Nagoda,Nagoda Unanvitiya
657,Muthugoda st,Nagoda Unanvitiya
656,Bonee Hotel,Nagoda Unanvitiya
655,Ruwan st,Nagoda Unanvitiya
654, D.M.Gamage st,Nagoda Unanvitiya
653,Nandika st,Nagoda Unanvitiya
652,Magahena st,Nagoda Unanvitiya
651,Shanthi Hotel,Nagoda Unanvitiya
650,Bath kade,Nagoda Unanvitiya
649,Co-op Udavalivitiya,Nagoda Unanvitiya
648,Gunawardana st,Nagoda Unanvitiya
647,Co-op Unanvitiya,Nagoda Unanvitiya
646,Deepal st,Nagoda Unanvitiya
645,Madushanka B/ S,Nagoda Unanvitiya
644,Gampaha st,Nagoda Unanvitiya
643,Epa st- Budapanagama,Nagoda Unanvitiya
642,Lakshitha st,Nagoda Unanvitiya
641,Sugath st,Nagoda Unanvitiya
640,Fruit shop,Nagoda Unanvitiya
639,Co-op Bovitiyamulla,Nagoda Unanvitiya
638,Co-op Kurupanawa,Nagoda Unanvitiya
637,Gunasekara Hotel,Nagoda Unanvitiya
636,Ashika T/ R,Nagoda Unanvitiya
635,Arunadisi st,Kuruduwatta  Bataduwa
634,Ileysinghe st,Kuruduwatta  Bataduwa
633,Peris st,Kuruduwatta  Bataduwa
632,Newsiri st,Kuruduwatta  Bataduwa
631,Araliya st,Kottwa Yatalamatta
630,Indika st,Kottawa Yatalamatta
629,Sooriyarachchi st,Kottwa Yatalamatta
628,Buddika st,Kottwa Yatalamatta
627,Sanjeewa st,Kottawa Yatalamatta
626,Suranga st,Kottwa Yatalamatta
625,Jayantha st,Kottwa Yatalamatta
624,W.G.S. st,Kottawa Yatalamatta
623,Bandula st,Kottawa Yatalamatta
622,Seela st,Kottwa Yatalamatta
621,Kumarasiri st,Kottawa Yatalamatta
620,Rasika st,Kottwa Yatalamatta
619,Ajith st,Kottawa Yatalamatta
618,Wasantha st,Kottwa Yatalamatta
617,Gamage st,Kottwa Yatalamatta
616,Co-op Naungala,Kottwa Yatalamatta
615,Himali st,Kottwa Yatalamatta
614,Sinhagiri st,Kottwa Yatalamatta
613,N.A.P. st,Kottwa Yatalamatta
612,Isuru st,Kottwa Yatalamatta
611,Wickramanayaka st,Yatalamatta bandarapura
610,Gagana st,Yatalamatta bandarapura
609,Sajith st,Yatalamattha Banbarapura
608,Kalum st,Yatalamatta bandarapura
607,Adiswatta st,Yatalamatta bandarapura
606,Sumanadasa st,Yatalamatta bandarapura
605,Sunil st,Yatalamatta bandarapura
604,Samantha st,Yatalamattha Banbarapura
603,Siriwardana st,Yatalamatta bandarapura
602,Jayathilaka st,Kottawa Yatalamatta
601,Priyanka st,Yatalamattha Banbarapura
600,Balagoda st,Yatalamatta bandarapura
599,Liyanage st,Yatalamattha Banbarapura
598,Saheli st,Yatalamatta bandarapura
597,Wasana Bake House,Yatalamattha Banbarapura
596,Sumudu st,Yatalamattha Banbarapura
595,Pradeep st,Yatalamatta bandarapura
594,Suhada st,Yatalamatta bandarapura
593,Charith st,Yatalamatta bandarapura
592,Thilaka st,Yatalamatta bandarapura
591,Chandima st,Yatalamatta bandarapura
590,Jagath st,Kottawa Yatalamatta
589,N.J.S. st,Yatalamatta bandarapura
588,Kodithuwakku st,Yatalamatta bandarapura
587,Dimuthu G/ M,Yatalamatta bandarapura
586,Saman st,Yatalamattha Banbarapura
585,Sisira st,Yatalamatta bandarapura
584,Ramani st,Yatalamatta bandarapura
583,Ashika st,Yatalamatta bandarapura
582,Madushani st,Yatalamatta bandarapura
581,Ananda st,Yatalamatta bandarapura
580,Vithana st,Yatalamattha Banbarapura
579,Raveena st,Yatalamatta bandarapura
578,Vijesiri st,Yatalamatta bandarapura
577,Raja st,Yatalamatta bandarapura
576,Samagi st,Yatalamattha Banbarapura
575,Candra Parmacy,Yatalamatta bandarapura
574,Sigiri Hotel,Yatalamatta bandarapura
573,Laksiri st,Yatalamattha Banbarapura
572,Wijitha Food Corner,Dangedara  Elliot Road
571,Prasanna st,Dangedara  Elliot Road
570,Chamara st,Dangedara  Elliot Road
569,Abdul Azees st,Dangedara  Elliot Road
568,Royal Parnacy,Dangedara  Elliot Road
567,Sumanadasa st,Kuruduwatta Kottawa
566,Sakura Traders,Kuruduwatta Kottawa
565,M.K.G.C. st,Kuruduwatta Kottawa
564,Maduranga st,Kuruduwatta Kottawa
563,Samagi Grocery,Kuruduwatta Kottawa
562,Sarath st,Kuruduwatta Kottawa
561,Kalyani st,Kuruduwatta Kottawa
560,Piyasena st,Kuruduwatta Kottawa
559,Sadun Grocery,Kuruduwatta Kottawa
558,Vihari st,Kuruduwatta Kottawa
557,Rasa Dahara st,Kuruduwatta Kottawa
556,Yapa st,Kuruduwatta Kottawa
555,K.K. st,Kuruduwatta Kottawa
554,Sajeewi G/ M,Kithulampitiya Karapitiya
553,Abesundara st,Kithulampitiya Karapitiya
552,Liyanage st,Kithulampitiya Karapitiya
551,Co-op Karapitiya,Kithulampitiya Karapitiya
550,New Lanka Pharmacy,Kithulampitiya Karapitiya
549,Lakruwan st,Milidduwa Magalle
548,Ransaru st,Milidduwa Magalle
547,Dammika st,Milidduwa Magalle
546,H.D.S. st,Milidduwa Magalle
545,Daya food,Milidduwa Magalle
544,Perera st,Kuruduwatta  Bataduwa
543,Nilton Hotel,Kuruduwatta  Bataduwa
542,Pan kade,Kuruduwatta  Bataduwa
541,Dayasiri st,Kuruduwatta  Bataduwa
540,Darmasena st,Kuruduwatta  Bataduwa
539,G.H.S. Priyantha,Kuruduwatta  Bataduwa
538,Premasiri st,Kuruduwatta  Bataduwa
537,Dasmika st,Kuruduwatta  Bataduwa
536,Priyadarshani st,Kuruduwatta  Bataduwa
535,Hiumi st,Kuruduwatta  Bataduwa
534,A.P.S. st,Kuruduwatta  Bataduwa
533,Gamage st,Yatalamatta bandarapura
532,Samantha's st,Kuruduwatta  Bataduwa
531,W.H.G. st - Hirigalkatiya,Other Custermer
530,Malwanna st,Dangedara  Elliot Road
529,B.H.S.Hotel,Dangedara  Elliot Road
528,V.T.M. Foods,Kithulampitiya Karapitiya
527,Bojunhala,Kithulampitiya Karapitiya
526,Thimira st,Kithulampitiya Karapitiya
525,M.R. st,Kithulampitiya Karapitiya
524,Abewickrama  food city (stores),Kithulampitiya Karapitiya
523,Liyanage st,Milidduwa Magalle
522,Hiru Commiunication,Milidduwa Magalle
521,Bavani st,Milidduwa Magalle
520,Eranda st,Milidduwa Magalle
519,K.M.D. st,Milidduwa Magalle
518,Dumindu Gr,Narawala  Ambalanwatta
517,A.R.M. st,Narawala  Ambalanwatta
515,Madushanka st,Kuruduwatta  Bataduwa
514,Bagya st,Kuruduwatta  Bataduwa
513,Govijanasewa shop,Kuruduwatta  Bataduwa
512,Ishara st,Kuruduwatta  Bataduwa
511,Victor st,Kuruduwatta  Bataduwa
510,Dilina st,Kuruduwatta  Bataduwa
509,Nadeeka Com.,Kuruduwatta  Bataduwa
508,Padmasiri Hotel,Kithulampitiya Karapitiya
507,Gayani St,Wanduramba Ovilana
506,Priyantha st,Wanduramba Ovilana
505,Remika St,Wanduramba Ovilana
504,Narawara St,Wanduramba Ovilana
503,Mallika st,Wanduramba Ovilana
502,K G S ST,Wanduramba Ovilana
501,Dewangi st,Wanduramba Ovilana
500,Karunadasa st,Wanduramba Ovilana
499,Lakshan Grocery,Wanduramba Ovilana
498,Sasantha st,Wanduramba Ovilana
497,Nimal st,Wanduramba Ovilana
496,Dilshan st,Wanduramba Ovilana
495,Liyanage St,Wanduramba Ovilana
494,Sujeewa St,Wanduramba Ovilana
493,Nanayakkara St,Wanduramba Ovilana
492,Gunadasa st,Dangedara  Elliot Road
491,Free Isues,Kuruduwatta  Bataduwa
490,Mr.Weerasinghe,Other Custermer
489,Kottawa Garment,Other Custermer
488,Anoma st,Kuruduwatta  Bataduwa
487,Ruhunu Farm Shop,Milidduwa Magalle
486,Ranjith st,Milidduwa Magalle
485,Dumindu st,Milidduwa Magalle
484,Nilanthi st,Milidduwa Magalle
483,Waruna Celluler,Milidduwa Magalle
482,L B U St,Milidduwa Magalle
481,Samith cafe,Milidduwa Magalle
480,Duminda,Dangedara  Elliot Road
479,Madanayaka,Kuruduwatta  Bataduwa
478,Sanjeeswa Hotel,Kithulampitiya Karapitiya
477,R S St,Dangedara  Elliot Road
476,Duminda,Kithulampitiya Karapitiya
475,Vihanga Hotel,Kithulampitiya Karapitiya
474,Dammala Kade,Dangedara  Elliot Road
473,Ananda Mini Mart,Dangedara  Elliot Road
472,Free Isues,Dangedara  Elliot Road
471,Ozon Food City,Dangedara  Elliot Road
470,Pansilu Fruits,Dangedara  Elliot Road
469,Semidale Enterprices,Dangedara  Elliot Road
468,Jifriya Hotel,Dangedara  Elliot Road
467,S.S Grocery,Dangedara  Elliot Road
466,Auro Book Shop,Dangedara  Elliot Road
465,Shantha cafe,Dangedara  Elliot Road
464,Free Isue,Kithulampitiya Karapitiya
463,Godadeniya st,Kuruduwatta Kottawa
462,Cafe Spicy,Kithulampitiya Karapitiya
461,K M D Cool sport,Kithulampitiya Karapitiya
460,Mudalige st,Kuruduwatta Kottawa
459,Free Isues,Kuruduwatta Kottawa
458,Jayanta st,Kithulampitiya Karapitiya
457,Manahara Food,Kithulampitiya Karapitiya
456,B K S St,Kithulampitiya Karapitiya
455,Lalani st,Kithulampitiya Karapitiya
454,Sakura Phamacy,Kithulampitiya Karapitiya
453,Alvitigala st,Kithulampitiya Karapitiya
452,Madura Cool,Kithulampitiya Karapitiya
451,R R M Traders,Kithulampitiya Karapitiya
450,Jayani Fruth Shop,Kithulampitiya Karapitiya
449,Nimal st,Milidduwa Magalle
448,Tilakarathna st,Milidduwa Magalle
447,Janaka Hotel,Milidduwa Magalle
446,S L W Grocery,Milidduwa Magalle
445,Kaduruwata st,Nagoda Unanvitiya
444,Free Isues,Narawala  Ambalanwatta
443,DUMINDA,Narawala  Ambalanwatta
442,L A J St,Thalagaha Kuruduwatta
441,Piyasena st,Thalagaha Kuruduwatta
440,Sandana St,Thalagaha Kuruduwatta
439,Jagath st,Thalagaha Kuruduwatta
438,Jayanthi st,Ovilana Labuduwa
437,Liyanage St,Thalagaha Kuruduwatta
436,Karunapala,Thalagaha Kuruduwatta
435,Weerasinghe St,Thalagaha Kuruduwatta
434,Indika St,Thalagaha Kuruduwatta
433,Rathjambugaha Kade,Thalagaha Kuruduwatta
432,Lucky st,Thalagaha Kuruduwatta
431,Sriwardana St,Thalagaha Kuruduwatta
430,Dinesh Book Shop,Thalagaha Kuruduwatta
429,Udara st,Thalagaha Kuruduwatta
428,H A S ST,Thalagaha Kuruduwatta
427,Shantha st,Thalagaha Kuruduwatta
426,Kahaduwa St,Ovilana Labuduwa
425,Dulana Pharmacy,Ovilana Labuduwa
424,Rohana st,Ovilana Labuduwa
423,Saman Fruit Shop,Ovilana Labuduwa
422,K L G St,Ovilana Labuduwa
421,Ronioni st,Ovilana Labuduwa
420,Madushan St,Ovilana Labuduwa
419,Bosewana Food City,Ovilana Labuduwa
418,Achira Food City,Ovilana Labuduwa
417,Ovitawatta st,Ovilana Labuduwa
416,S . N .Commiunication,Ovilana Labuduwa
415,Amila Hotel,Ovilana Labuduwa
414,Kusumsiri st,Ovilana Labuduwa
413,Dewangi Com,Ovilana Labuduwa
412,Sewwandi st,Ovilana Labuduwa
411,Chamoda Grinding mils,Ovilana Labuduwa
410,Liyanage st,Ovilana Labuduwa
409,Senarv St,Ovilana Labuduwa
408,Sampatha St,Ovilana Labuduwa
407,Co op Lelwala,Wanduramba Ovilana
406,K M G St,Ovilana Labuduwa
405,Vitana Book Shop,Wanduramba Ovilana
404,Lakjana st,Ovilana Labuduwa
403,M J M St,Dangedara  Elliot Road
402,Karapiya st,Dangedara  Elliot Road
401,David st,Kuruduwatta  Bataduwa
400,Samarawickrama st,Kuruduwatta  Bataduwa
399,Paranavithan st (wijaya Mw),Kuruduwatta  Bataduwa
398,No Name,Other Custermer
397,Saliya st,Kuruduwatta  Bataduwa
396,Sekara st,Kuruduwatta  Bataduwa
395,Nipuna Comminication,Kuruduwatta  Bataduwa
394,Petti Kade,Kuruduwatta  Bataduwa
393,Ranji vendol,Other Custermer
392,Asanka Vendol,Other Custermer
391,Asanka Yasan,Other Custermer
390,A K J Hotel,Kithulampitiya Karapitiya
389,Priyantha st,Kuruduwatta Kottawa
388,Anura Grinding Mill,Kuruduwatta Kottawa
387,Food Cabin,Dangedara  Elliot Road
386,Semage milk Bar,Dangedara  Elliot Road
385,Buddy st,Kithulampitiya Karapitiya
384,Uluvitiya St,Kithulampitiya Karapitiya
383,Mahoga St,Kithulampitiya Karapitiya
382,G K G St,Kithulampitiya Karapitiya
381,Sada taru Grocery,Kithulampitiya Karapitiya
380,Bandula Hotel,Kithulampitiya Karapitiya
379,Sunray Food City,Kithulampitiya Karapitiya
378,Samagp Milk Bar,Kithulampitiya Karapitiya
377,Palathuru Kade,Kithulampitiya Karapitiya
376,Aiantha st,Kithulampitiya Karapitiya
375,Praboda Book,Kithulampitiya Karapitiya
374,Mathish St,Narawala  Ambalanwatta
373,S H F Grocery,Milidduwa Magalle
372,P L P St,Milidduwa Magalle
371,Higland Milk Bar,Milidduwa Magalle
370,Lasantha st,Milidduwa Magalle
369,L P K St,Milidduwa Magalle
368,Himasha B/s,Milidduwa Magalle
367,Sinura Grocery,Milidduwa Magalle
366,Mervin st,Milidduwa Magalle
365,E H P St,Milidduwa Magalle
364,Chaminda Pharmacy,Milidduwa Magalle
363,Sampath St,Milidduwa Magalle
362,Supun comminication,Milidduwa Magalle
361,Deniyaya Food,Milidduwa Magalle
360,Bajaj Houes,Milidduwa Magalle
359,Sevans st,Narawala  Ambalanwatta
358,Lacky Cafe,Narawala  Ambalanwatta
357,Danuka Grocry,Narawala  Ambalanwatta
356,Abewickrama fc Hiribura,Kithulampitiya Karapitiya
355,Bilal Hotel,Kithulampitiya Karapitiya
354,Galle Pharmacy,Kithulampitiya Karapitiya
353,M R M St,Kithulampitiya Karapitiya
352,Allkamis st,Kithulampitiya Karapitiya
351,Rizla Hotel,Kithulampitiya Karapitiya
350,B T M Hotel,Kithulampitiya Karapitiya
349,Faruq Hotel,Kithulampitiya Karapitiya
348,Muslim Hotel,Kithulampitiya Karapitiya
347,Dinesh Hotel,Kithulampitiya Karapitiya
346,Ajasal Hotel,Kithulampitiya Karapitiya
345,M P S Coll Spot,Kithulampitiya Karapitiya
344,Wasana Bake House,Kithulampitiya Karapitiya
343,Karapitiya Pharmacy,Kithulampitiya Karapitiya
342,Lanka Pharmacy,Kithulampitiya Karapitiya
341,Sudu Hotel,Kithulampitiya Karapitiya
340,Asiri Cake,Kithulampitiya Karapitiya
339,Nasadi Hotel,Kithulampitiya Karapitiya
338,Shridara Pharmacy,Kithulampitiya Karapitiya
337,Dananjanee st,Kuruduwatta  Bataduwa
336,Danuka G/ m,Kuruduwatta  Bataduwa
335,W.G.M St,Kuruduwatta  Bataduwa
334,L.H. N.R St,Kuruduwatta  Bataduwa
333,Gunadasa st,Kithulampitiya Karapitiya
332,Naullage st,Dangedara  Elliot Road
331,Ajith st,Dangedara  Elliot Road
330,Dangedara st,Dangedara  Elliot Road
329,Padmini st,Dangedara  Elliot Road
328,Semlat Entre,Dangedara  Elliot Road
327,Post office,Dangedara  Elliot Road
326,Azra Grocery,Dangedara  Elliot Road
325,Kodithuwakku st,Kithulampitiya Karapitiya
324,P V K St,Kithulampitiya Karapitiya
323,Asoka st,Kithulampitiya Karapitiya
322,Sadika st,Kithulampitiya Karapitiya
321,Lucky st,Kithulampitiya Karapitiya
320,S Narangoda,Kithulampitiya Karapitiya
319,New National,Kithulampitiya Karapitiya
318,Star Hotel,Kithulampitiya Karapitiya
317,Aruna st,Kithulampitiya Karapitiya
316,Supun Grocery,Kuruduwatta  Bataduwa
315,Kirindagoda Fram Shop,Kuruduwatta  Bataduwa
314,J .W. St,Kuruduwatta  Bataduwa
313,S. K. Tr,Milidduwa Magalle
312,S K D St,Milidduwa Magalle
311,A R M St,Dangedara  Elliot Road
310,Liyange st ii steel,Dangedara  Elliot Road
309,Punchi Kade,Dangedara  Elliot Road
308,Muborak,Milidduwa Magalle
307,B & S Food city,Milidduwa Magalle
306,R & R St,Dangedara  Elliot Road
305,Hemantha st,Dangedara  Elliot Road
304,Jayasekara Hotel,Kithulampitiya Karapitiya
303,Aysha Hotel,Kithulampitiya Karapitiya
302,Startel com.,Kithulampitiya Karapitiya
301,Asiri Pharmacy,Kithulampitiya Karapitiya
300,Hospital Canteen,Kithulampitiya Karapitiya
299,Tisara Phymacy,Kithulampitiya Karapitiya
298,Sahanasala,Kithulampitiya Karapitiya
297,D.K.G. St,Kithulampitiya Karapitiya
296,Sirimal st,Kithulampitiya Karapitiya
295,Samudra Hotel,Kithulampitiya Karapitiya
294,Thushara Hotel,Kithulampitiya Karapitiya
293,NimsarA,Kithulampitiya Karapitiya
292,Daglas St,Kithulampitiya Karapitiya
291,Devon Hotel,Kithulampitiya Karapitiya
290,Lucky,Kithulampitiya Karapitiya
289,Devon Pharmacy,Kithulampitiya Karapitiya
288,Senith Pharmacy,Kithulampitiya Karapitiya
287,T.A St,Kithulampitiya Karapitiya
286,Karapitiya Agencies,Kithulampitiya Karapitiya
285,Chandani Hotel,Kithulampitiya Karapitiya
284, Ruhunu Hospital Canteen,Kithulampitiya Karapitiya
283,Roshan Grocery,Dangedara  Elliot Road
282,KOPIHENA ST,Kuruduwatta Kottawa
281,PETTI KADE,Kuruduwatta Kottawa
280,RANMENIKA FOOD CITY,Kuruduwatta  Bataduwa
279,SRIMALI ST,Kuruduwatta Kottawa
278,Kasun st,Kuruduwatta Kottawa
277,Vihanga 2,Kuruduwatta Kottawa
276,Darsha T Room,Kuruduwatta Kottawa
275,Sapiri 2,Kuruduwatta Kottawa
274,Randika,Kuruduwatta Kottawa
273,Sasika,Kuruduwatta Kottawa
272,Guruge Stores,Kuruduwatta Kottawa
271,Gamini st,Kuruduwatta  Bataduwa
270,Jagoda st,Kuruduwatta  Bataduwa
269,Bataduwa st,Kuruduwatta  Bataduwa
268,S A N Food City,Kuruduwatta  Bataduwa
267,Osinro Pharmacy,Kuruduwatta  Bataduwa
266,Laksiri Book shop,Kuruduwatta  Bataduwa
265,Danajanee,Kuruduwatta  Bataduwa
264,Amarasena,Kuruduwatta  Bataduwa
263,Kosgaha Kade,Kuruduwatta  Bataduwa
262,Highland milk Bar,Dangedara  Elliot Road
261,Jaseema st,Dangedara  Elliot Road
260,Azra paper shop,Dangedara  Elliot Road
259,Oxford pharmacy,Dangedara  Elliot Road
258,Co op Shop- Thanipolgaha,Milidduwa Magalle
257,Daily Needs,Milidduwa Magalle
256,Hassen Grocery,Milidduwa Magalle
255,Thalal Hotelh,Milidduwa Magalle
254,M G V Vegi Shop,Milidduwa Magalle
253,A M M St,Milidduwa Magalle
252,Lu Lu Pharmacy,Milidduwa Magalle
251,Faroshan Grocery,Milidduwa Magalle
250,Tharush St,Milidduwa Magalle
249,Gayan St,Milidduwa Magalle
248,Padmadasa St,Milidduwa Magalle
247,Rahamath Trades,Milidduwa Magalle
246,Tanipolgaha Nursing Home,Milidduwa Magalle
245,Goldan Grocery,Milidduwa Magalle
244,Hiddayath Food City,Milidduwa Magalle
243,J H Pharmacy,Milidduwa Magalle
242,M H M Masharim,Milidduwa Magalle
241,Sujith St,Milidduwa Magalle
240,Kumara St,Milidduwa Magalle
239,Nelum st,Milidduwa Magalle
238,Sandhya,Milidduwa Magalle
237,M. T .N,Milidduwa Magalle
236,Athula st,Narawala  Ambalanwatta
235,Premathilaka st,Narawala  Ambalanwatta
234,Jayawardana st,Narawala  Ambalanwatta
233,Hansamali St,Narawala  Ambalanwatta
232,Weeraketiya St,Narawala  Ambalanwatta
231,Kirigedara st,Narawala  Ambalanwatta
230,Mahilal Ent,Narawala  Ambalanwatta
229,Rathna Pharmacy,Narawala  Ambalanwatta
228,Starth st,Wanduramba Ovilana
227,Fahim St,Narawala  Ambalanwatta
226,Fanz st,Narawala  Ambalanwatta
225,Yasinda Grocery,Narawala  Ambalanwatta
224,Ape Kade,Narawala  Ambalanwatta
223,Prasad St,Narawala  Ambalanwatta
222,P H S St,Narawala  Ambalanwatta
221,Hettiarachchi st,Narawala  Ambalanwatta
220,New Iresha st,Narawala  Ambalanwatta
219,Ranjani St,Narawala  Ambalanwatta
218,Gayathi Vegi Shop,Narawala  Ambalanwatta
217,Silva St,Narawala  Ambalanwatta
216,Somareera St,Narawala  Ambalanwatta
215,Ravinda G/M,Narawala  Ambalanwatta
214,Taraka Grocery,Narawala  Ambalanwatta
213,Samagi Cantion,Narawala  Ambalanwatta
212,Suwira,Narawala  Ambalanwatta
211,Sarath st,Narawala  Ambalanwatta
210,Nandadasa st,Narawala  Ambalanwatta
209,Dangamuwa st,Narawala  Ambalanwatta
207,Nipuna,Narawala  Ambalanwatta
206,Nagahawatta,Narawala  Ambalanwatta
205,Perel Acadamy,Narawala  Ambalanwatta
204,Sudantha St,Narawala  Ambalanwatta
203,Dammika st,Narawala  Ambalanwatta
202,Gayanai st,Narawala  Ambalanwatta
201,Sena st,Narawala  Ambalanwatta
200,Semlat,Narawala  Ambalanwatta
199,Ariyadasa st,Narawala  Ambalanwatta
198,Achala st,Narawala  Ambalanwatta
197,B.P Grocey,Narawala  Ambalanwatta
196,PremaKumara st,Narawala  Ambalanwatta
195,Panbasara,Narawala  Ambalanwatta
194,Litel Lanka,Kithulampitiya Karapitiya
193,Abeywickrama Food,Narawala  Ambalanwatta
192,Suhada Milk Bar,Narawala  Ambalanwatta
191,Wickramasinhe,Narawala  Ambalanwatta
190,Anan Manan,Narawala  Ambalanwatta
189,Priyantha labuduwa,Narawala  Ambalanwatta
188,Keshan,Narawala  Ambalanwatta
187,Nevil,Narawala  Ambalanwatta
186,Co op,Narawala  Ambalanwatta
185,Kanthi,Narawala  Ambalanwatta
184,S. Narangoda,Narawala  Ambalanwatta
183,Ruhunaga,Narawala  Ambalanwatta
182,Hight Cantin,Narawala  Ambalanwatta
181,Chamath,Narawala  Ambalanwatta
180,M.T St,Narawala  Ambalanwatta
179,Senavi,Narawala  Ambalanwatta
178,Priyantha,Narawala  Ambalanwatta
177,Laksara,Narawala  Ambalanwatta
176,Chandana,Narawala  Ambalanwatta
175,Sunil,Narawala  Ambalanwatta
174,Ambagaha Watta,Narawala  Ambalanwatta
173,Nethmi,Narawala  Ambalanwatta
172,Sahana Sala,Narawala  Ambalanwatta
171,Wijekon Trades,Kuruduwatta  Bataduwa
170,S .S Grocery,Kuruduwatta  Bataduwa
169,Dinuka,Kuruduwatta  Bataduwa
168,Tharushi,Kuruduwatta  Bataduwa
167,Ramanayaka,Kuruduwatta  Bataduwa
166,Buddika,Kuruduwatta  Bataduwa
165,Aluth Kade G,Kuruduwatta  Bataduwa
164,A K J,Kuruduwatta  Bataduwa
163,A G F,Kuruduwatta  Bataduwa
